Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,In-Service Date,Commercial Operation Date,Cessation Date,Current Cluster,Cluster Group,Service Type,Status (Original)
GEN-2026-PR23,,,Earth,TX,Tolk Station,SPS,Wind,252.4,252.4,252.4,6/18/2026,,2/19/2029,,,,,2/19/2029,,Priority Process,05 SOUTHWEST,NR,SPECIAL STUDY
GEN-2026-PR22,,,Rogers,NM,Sagamore Wind South 345kV,SPS,Battery/Storage,104.4,104.4,104.4,6/18/2026,,5/3/2028,,,,,5/3/2028,,Priority Process,05 SOUTHWEST,NR,SPECIAL STUDY
GEN-2026-PR21,,,Earth,TX,Plant X Substation 230kV,SPS,Solar,44.8,44.8,44.8,6/18/2026,,5/1/2028,,,,,5/1/2028,,Priority Process,05 SOUTHWEST,NR,SPECIAL STUDY
GEN-2026-PR20,,,Earth,TX,Plant X 115kV,SPS,Battery/Storage,30.0,30.0,30.0,6/18/2026,,11/1/2027,,,,,11/1/2027,,Priority Process,05 SOUTHWEST,NR,SPECIAL STUDY
GEN-2026-PR2,,,Dewey County,OK,Tatonga 345 kV Substation,OG&E,Wind,41.89,41.89,41.89,12/1/2025,,12/1/2030,,,,,12/1/2030,,Priority Process,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2026-PR19,,,Hobbs,NM,Cunningham 115kV,SPS,Battery/Storage,14.4,14.4,14.4,6/18/2026,,4/10/2026,,,,,4/10/2026,,Priority Process,05 SOUTHWEST,NR,SPECIAL STUDY
GEN-2026-PR18,,,Lea County,NM,Hobbs 230kV & Hobbs 115kV,SPS,Thermal,30.0,30.0,30.0,5/7/2026,,9/1/2026,,,,,9/1/2026,,Priority Process,05 SOUTHWEST,ER,SPECIAL STUDY
GEN-2026-PR17,,,Grady County,OK,Minco 345kV Substation,OGE,Battery/Storage,40.5,40.5,40.5,2/28/2026,,4/1/2025,,,,,4/1/2025,,Priority Process,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2026-PR16,,,Carson County,TX,Martin 115kV,SPS,Wind,31.82,31.82,31.82,2/28/2026,Withdrawn,5/1/2030,8/31/2026,,,,5/1/2030,,Priority Process,05 SOUTHWEST,ER,WITHDRAWN
GEN-2026-PR15,,,Custer County,OK,Clinton Junction-Weatherford Southeast 138kVClinton Junction-Weatherford Southeast 138kVClinton Junction-Weatherford Southeast 138kV,AEP,Wind,31.36,31.36,31.36,2/28/2026,,12/1/2028,,,,,12/1/2028,,Priority Process,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2026-PR14,,,Pawnee County,OK,Sooner - Cleveland 345kV,OGE,Battery/Storage,43.99,43.99,43.99,2/28/2026,,12/1/2026,,,,,12/1/2026,,Priority Process,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2026-PR13,,,Hinton County,OK,Minco 345kV Substation,OGE,Wind,25.96,25.96,25.96,2/28/2026,,12/1/2028,,,,,12/1/2028,,Priority Process,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2026-PR12,,,Kay County,OK,NARDINS2 69kV,OGE,Wind,11.96,11.96,11.96,2/28/2026,,12/1/2028,,,,,12/1/2028,,Priority Process,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2026-PR11,,,Cochran County,TX,Lost Draw 3 115kV substation,SPS,Wind,30.0,30.0,30.0,2/28/2026,Withdrawn,12/1/2028,8/31/2026,,,,12/1/2028,,Priority Process,05 SOUTHWEST,ER,WITHDRAWN
GEN-2026-PR10,,,Wayne County,NE,Hoskins 345kV,NPPD,Battery/Storage,32.0,32.0,32.0,2/28/2026,Withdrawn,12/1/2027,4/17/2026,,,,12/1/2027,,Priority Process,02 NEBRASKA,ER,WITHDRAWN
GEN-2026-PR1,,,Garfield County,TX,Beaver County 345 kV Substation,OG&E,Wind,52.63,52.63,52.63,12/1/2025,,12/1/2030,,,,,12/1/2030,,Priority Process,05 SOUTHWEST,ER,SPECIAL STUDY
GEN-2025-SR9,,,Fort Gibson,OK,Muskogee 345 KV Substation,OG&E,Thermal,400.0,400.0,400.0,5/31/2025,Active,12/1/2029,,,,,12/1/2029,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2025-SR8,,,Morrison,OK,White Tail 345kV Substation,OG&E,Battery/Storage,219.96,219.96,219.96,5/30/2025,Completed,11/1/2026,,,,,11/1/2026,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR7,,,Fort Gibson,OK,Guymon South 115kV Station,SPS,Battery/Storage,102.0,102.0,102.0,5/30/2025,Active,12/31/2026,,,,,12/31/2026,,Surplus,05 SOUTHWEST,ER/NR,IA PENDING
GEN-2025-SR6,,,Minco,OK,Minco 345kV Substation,OG&E,Battery/Storage,200.0,200.0,200.0,6/4/2025,Active,12/31/2026,,,,,12/31/2026,,Surplus,04 SOUTHEAST,ER/NR,IA PENDING
GEN-2025-SR5,,,Hallam,NE,Monolith 115 kV Substation,NPPD,Battery/Storage,40.0,40.0,40.0,5/22/2025,,11/20/2026,,,,,11/20/2026,,Surplus,02 NEBRASKA,ER/NR,FACILITY STUDY STAGE
GEN-2025-SR4,,,Kinsley,KS,Great Bend-Spearville 230kV line,SUNC,Battery/Storage,150.0,150.0,150.0,8/18/2025,Completed,12/1/2028,,,,,12/1/2028,,Surplus,03 CENTRAL,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR32,,,Roswell,NM,Chaves County 115 kV Substation,SPS,Battery/Storage,50.0,50.0,50.0,10/20/2025,Active,12/31/2026,,,,,12/31/2026,,Surplus,05 SOUTHWEST,ER,IA PENDING
GEN-2025-SR31,,,Meadow Grove,NE,Antelope(640520) - Hoskins(640226) 345kV,NPPD,Battery/Storage,170.0,170.0,170.0,11/7/2025,Active,12/31/2026,,,,,12/31/2026,,Surplus,02 NEBRASKA,ER,IA PENDING
GEN-2025-SR30,,,Oakwood,OK,Tatonga 345 kV Substation,OG&E,Battery/Storage,209.0,209.0,209.0,8/22/2025,Active,12/5/2027,,,,,12/5/2027,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2025-SR3,,,Minneola,KS,Clark County 345kV Substation,ITCGP,Battery/Storage,150.0,150.0,150.0,8/18/2025,Completed,3/31/2030,,,,,3/31/2030,,Surplus,03 CENTRAL,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR29,,,Hobbs,NM,T14 Circuit 115kV,SPS,Battery/Storage,74.99,74.99,74.99,8/18/2025,Completed,3/1/2027,,,,,3/1/2027,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR28,,,Balko,OK,Beaver County 345 kV Substation,OG&E,Battery/Storage,263.13,263.13,263.13,8/18/2025,Active,11/22/2027,,,,,11/22/2027,,Surplus,05 SOUTHWEST,ER,IA PENDING
GEN-2025-SR27,,,Roswell,NM,Chaves County 115 kV Substation,SPS,Battery/Storage,50.0,50.0,50.0,7/1/2025,Active,12/31/2026,,,,,12/31/2026,,Surplus,05 SOUTHWEST,ER,IA PENDING
GEN-2025-SR26,,,Plattsmouth,NE,Cass County 345kV Substation,OPPD,Thermal,200.0,200.0,200.0,6/12/2025,Active,11/30/2029,,,,,11/30/2029,,Surplus,02 NEBRASKA,ER,IA PENDING
GEN-2025-SR25,,,Sperry,OK,Tulsa North 138kV Substation,AEP,Thermal,200.0,200.0,200.0,6/12/2025,Active,5/31/2028,,,,,5/31/2028,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2025-SR24,,,Blair,NE,Fort Calhoun 345kV Substation,OPPD,Thermal,200.0,200.0,200.0,6/12/2025,Active,11/30/2028,,,,,11/30/2028,,Surplus,02 NEBRASKA,ER,IA PENDING
GEN-2025-SR23,,,Oklahoma City,OK,Mustang 138kV Substation,OG&E,Thermal,100.0,100.0,100.0,6/12/2025,Completed,11/30/2029,,,,,11/30/2029,,Surplus,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR22,,,Harrah,OK,Horseshoe Lake 138kV Substation,OG&E,Thermal,100.0,100.0,100.0,6/12/2025,Completed,11/30/2030,,,,,11/30/2030,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR21,,,Tulsa,OK,Tulsa Power Station 138kV Substation,AEP,Thermal,100.0,100.0,100.0,6/12/2025,Active,5/31/2028,,,,,5/31/2028,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2025-SR20,,,Omaha,NE,SUBSTATION LOOP IN OPPD LINES S1211 TO S1220 AND S1211 TO S1299,OPPD,Thermal,100.0,100.0,100.0,6/12/2025,Active,5/31/2030,,,,,5/31/2030,,Surplus,02 NEBRASKA,ER,IA PENDING
GEN-2025-SR2,,,Hansford County,TX,Hansford 115kV,SPS,Wind,67.2,67.2,67.2,5/5/2025,Active,1/31/2028,,,,,1/31/2028,,Surplus,05 SOUTHWEST,ER,IA PENDING
GEN-2025-SR19,,,Chouteau,OK,Maid 161kV substation,GRDA,Thermal,100.0,100.0,100.0,6/12/2025,Completed,11/30/2029,,,,,11/30/2029,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR18,,,Indepedence,MO,Blue Valley 161kV Substation,INDN,Thermal,50.0,50.0,50.0,6/12/2025,Completed,11/30/2029,,,,,11/30/2029,,Surplus,03 CENTRAL,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-SR17,,,Duncan,OK,Terry Road 345kV Station,AEP,Battery/Storage,200.0,200.0,200.0,6/6/2025,Active,12/31/2026,,,,,12/31/2026,,Surplus,04 SOUTHEAST,ER/NR,IA PENDING
GEN-2025-SR16,,,Oxford,KS,Wild Plains 345 kV Substation,WERE,Battery/Storage,300.0,300.0,300.0,6/5/2025,Active,12/21/2026,,,,,12/21/2026,,Surplus,03 CENTRAL,ER,IA PENDING
GEN-2025-SR15,,,Newcastle,OK,McClain Substation,OG&E,Thermal,125.0,125.0,125.0,5/31/2025,Active,12/1/2029,,,,,12/1/2029,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2025-SR14,,,Oklahoma City,OK,Mustang 138 KV Substation,OG&E,Battery/Storage,183.0,183.0,183.0,5/31/2025,,5/1/2030,,,,,5/1/2030,,Surplus,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2025-SR13,,,Konawa,OK,Seminole 138 kV Substation,OG&E,Thermal,125.0,125.0,125.0,5/31/2025,Active,12/1/2029,,,,,12/1/2029,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2025-SR12,,,Red Rock,OK,Sooner 138 kV Substation,OG&E,Battery/Storage,116.0,116.0,116.0,5/31/2025,,5/1/2030,,,,,5/1/2030,,Surplus,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2025-SR11,,,Red Rock,OK,Sooner 345 kV Substation,OG&E,Battery/Storage,112.0,112.0,112.0,5/31/2025,,5/1/2030,,,,,5/1/2030,,Surplus,04 SOUTHEAST,ER,SPECIAL STUDY
GEN-2025-SR10,,,Konawa,OK,Seminole 345 KV Substation,OG&E,Thermal,238.0,238.0,238.0,5/31/2025,Active,4/30/2030,,,,,4/30/2030,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2025-SR1,,,Clinton,MO,Stillwell - Clinton 161kV Line,KCPL,Battery/Storage,400.0,400.0,400.0,4/4/2025,Completed,3/7/2027,,,,,3/7/2027,,Surplus,03 CENTRAL,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-GR6,,,Dimmit,TX,Castro County 115kV,SPS,Wind,300.0,300.0,300.0,11/7/2025,Active,,,,,,,10/24/2025,Replacement,05 SOUTHWEST,ER,IA PENDING
GEN-2025-GR5,,,Minot,ND,Nelson Tap,WAPA,Wind,7.7,7.7,7.7,10/6/2025,Active,,,,,,,6/1/2026,Replacement,01 NORTH,ER/NR,IA PENDING
GEN-2025-GR4,,,Plankinton,SD,Wessington Springs,WAPA,Wind,10.8,10.8,10.8,10/6/2025,Active,,,,,,,6/1/2026,Replacement,01 NORTH,ER/NR,IA PENDING
GEN-2025-GR3,,,Max,ND,SW Minot,WAPA,Wind,4.86,4.86,4.86,10/6/2025,Active,,,,,,,6/1/2026,Replacement,01 NORTH,ER/NR,IA PENDING
GEN-2025-GR2,,,Elida,NM,San Juan Mesa 230 kV Substation,SPS,Wind,120.0,120.0,120.0,6/30/2025,Completed,11/30/2027,,,,,11/30/2027,1/15/2027,Replacement,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2025-GR1,,,Medford,OK,OG&E Renfrow 345kV Substation,OG&E,Wind,300.0,300.0,300.0,12/17/2024,Completed,12/15/2026,,,,,12/15/2026,12/15/2026,Replacement,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR9,,,Beaver County,OK,Beaver County Substation 345 kV,OG&E,Battery/Storage,150.0,150.0,150.0,1/26/2024,Completed,12/31/2028,,,,,12/31/2028,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR8,,,Greely County,NE,Spalding to North Loup 115kV,NPPD,Battery/Storage,70.0,70.0,70.0,4/3/2024,Completed,12/31/2026,,,,,12/31/2026,,Surplus,02 NEBRASKA,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR7,,,Beaver County,OK,Beaver County Substation 345 kV,OG&E,Solar,200.0,200.0,200.0,1/26/2024,Completed,12/31/2028,,,,,12/31/2028,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR6,,,Johnston County,OK,Interconnecting at Hugo - Sunnyside 345 kV transmission line,OG&E,Battery/Storage,200.0,200.0,200.0,2/20/2024,Completed,12/31/2027,,,,,12/31/2027,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR5,,,Drumright,OK,138 kV Greenwood Station,OG&E,Battery/Storage,176.9,176.9,176.9,2/7/2024,Completed,6/1/2026,,,,,6/1/2026,,Surplus,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR4,,,Yoakum County,TX,Mahoney 230 kV Substation,Xcel/SPS,Battery/Storage,300.0,300.0,300.0,12/11/2023,Withdrawn,5/1/2026,,,,,5/1/2026,,Surplus,05 SOUTHWEST,ER,WITHDRAWN
GEN-2024-SR3,,,Lincoln County,OK,138 kV TRYON 3 (Bus # 515675,OG&E,Battery/Storage,72.5,72.5,72.5,2/1/2024,Completed,5/1/2026,,,,,5/1/2026,,Surplus,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR2,,,Franklin County,AR,161 kV BRANCH 5 (Bus # 515316),OG&E,Battery/Storage,72.5,72.5,72.5,2/6/2024,Completed,3/1/2027,,,,,3/1/2027,,Surplus,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR17,,,Kay,OK,Tap Medford Tap – Coyote 138kV,OG&E,Battery/Storage,50.0,50.0,50.0,12/26/2024,Completed,5/1/2027,,,,,5/1/2027,,Surplus,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR16,,,Oologah,OK,Northeastern 138kV,AEP,Battery/Storage,100.0,100.0,100.0,12/3/2024,Active,12/31/2026,,,,,12/31/2026,,Surplus,04 SOUTHEAST,ER,IA PENDING
GEN-2024-SR15,,,Yoakum,TX,Mahoney 230kV Substation,SPS,Battery/Storage,300.0,300.0,300.0,10/24/2024,Completed,6/1/2028,,,,,6/1/2028,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR14,,,Lea County,NM,Cunningham 115kV,Xcel/SPS,Battery/Storage,36.0,36.0,36.0,7/8/2024,Completed,4/1/2026,,,,,4/1/2026,,Surplus,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR13,,,Bryan County,OK,Brown 138kV Substation,OG&E,Battery/Storage,52.2,52.2,52.2,5/1/2024,Withdrawn,6/1/2026,5/22/2026,,,,6/1/2026,,Surplus,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-SR12,,,La Moure County,ND,Edgeley 115 kV Substation,WAPA,Battery/Storage,20.0,20.0,20.0,5/21/2024,Withdrawn,10/1/2026,6/9/2026,,,,10/1/2026,,Surplus,01 NORTH,ER,WITHDRAWN
GEN-2024-SR11,,,Garfield,OK,Woodring 345kV Substation,OGE,Battery/Storage,200.0,200.0,200.0,5/7/2024,Completed,12/2/2025,,,,,12/2/2025,,Surplus,04 SOUTHEAST,ER/NR,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2024-SR10,,,Lancaster,NE,Monolith 115kV,NPPD,Battery/Storage,80.0,80.0,80.0,4/22/2024,Completed,11/1/2027,,,,,11/1/2027,,Surplus,02 NEBRASKA,ER/NR,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-SR1,,,Chouteau,OK,345 kV bus of GRDA GREC 1 & 2 Substation,GRDA,Solar,84.0,84.0,84.0,11/29/2023,Withdrawn,12/31/2025,,,,,12/31/2025,,Surplus,04 SOUTHEAST,ER,WITHDRAWN
GEN-2024-GR6,,,Newkirk,OK,Open Sky 345kV Substation,OG&E,Wind,300.0,300.0,300.0,7/25/2024,Completed,8/1/2026,,,,,8/1/2026,8/1/2026,Replacement,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-GR5,,,Chouteau,OK,GREC #2 Interconnect Substation – 345kV,GRDA,Hybrid - Gas/Storage,594.0,554.0,594.0,8/2/2024,Completed,10/1/2026,,,,,10/1/2026,9/16/2026,Replacement,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2024-GR4,,,Riverton,KS,Riverton 452,EDE,Thermal,27.14,27.14,27.14,7/25/2024,Completed,5/8/2026,,,,,5/8/2026,3/15/2026,Replacement,03 CENTRAL,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-GR3,,,Lea County,NM,230kV Cunningham Substation,Xcel/SPS,Solar,196.0,196.0,196.0,6/7/2024,Completed,4/1/2027,,,,,4/1/2027,4/1/2027,Replacement,05 SOUTHWEST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-GR2,,,Chouteau,OK,GREC #2 Interconnect Substation – 345kV,GRDA,Solar,442.0,422.0,442.0,2/28/2024,Withdrawn,10/1/2026,6/5/2024,,,,10/1/2026,10/1/2026,Replacement,04 SOUTHEAST,ER,WITHDRAWN
GEN-2024-GR1,,,Harrah,OK,Horseshoe Lake 138kV,OG&E,Thermal - CTG,492.0,492.0,492.0,1/8/2024,Completed,12/31/2026,,,,,12/31/2026,12/31/2026,Replacement,04 SOUTHEAST,ER,IA FULLY EXECUTED/ON SCHEDULE
GEN-2024-391,,,Latimer,OK,Hartshorne - Manning 138 kV Line,WFEC,Wind,199.9,199.9,199.9,3/1/2025,Withdrawn,12/31/2032,8/27/2025,,,9/1/2032,12/31/2032,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-390,,,Murray ,OK,Arbuckle - Mill Creek 138 kV Line,OGE,Wind - Wind,150.0,150.0,150.0,3/1/2025,Withdrawn,12/31/2031,,,,9/1/2031,12/31/2031,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-389,,,Tillman,OK,Oklaunion - Lawton 345kV Line,AEP,Solar,199.9,199.9,199.9,3/1/2025,Withdrawn,12/31/2031,7/17/2025,,,9/1/2031,12/31/2031,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-388,,,Tillman,OK,Oklaunion - Lawton 345kV Line,AEP,Solar,225.0,225.0,225.0,3/1/2025,Withdrawn,12/31/2031,7/17/2025,,,9/1/2031,12/31/2031,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-387,,,,,Oklaunion - Lawton 345kV Line,AEP,Solar,225.0,225.0,225.0,3/1/2025,Withdrawn,12/31/2031,7/17/2025,,,9/1/2031,12/31/2031,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-379,,,Bossier Parish,LA,Longwood - El Dorado 345 kV Line,AEP,Thermal - Gas,1350.0,1310.0,1350.0,3/1/2025,Active,12/15/2031,,,,5/1/2030,12/15/2031,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-377,,,Harrison,TX,Pirkey 345 kV Substation,AEP,Thermal - Gas,1350.0,1310.0,1350.0,3/1/2025,Active,12/15/2031,,,,1/5/2030,12/15/2031,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-376,,,Sabine,TX,Hemphill 138 kV Substation,ETEC,Solar - Photovoltaic,142.183,142.18,142.18,3/1/2025,Active,12/29/2028,,,,8/15/2028,12/29/2028,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-375,,,Saline,MO,Malta Bend - Norton 161 kV Line,WERE,Battery/Storage - Battery,100.0,100.0,100.0,3/1/2025,Withdrawn,3/1/2029,5/21/2026,,,2/1/2029,3/1/2029,,DISIS-2024-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2024-374,,,Scotts Bluff,NE,Stegall 345 kV Substation,BEPC,Solar - Photovoltaic,225.0,225.0,225.0,3/1/2025,Withdrawn,6/30/2030,8/10/2026,,,3/31/2030,6/30/2030,,DISIS-2024-001,02 NEBRASKA,ER/NR,WITHDRAWN
GEN-2024-373,,,Choctaw,OK,Unger - West Bank Tap 138 kV Line,WFEC,Hybrid - Solar/Storage,100.0,100.0,100.0,3/1/2025,Active,8/1/2029,,,,6/30/2029,8/1/2029,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-372,,,Douglas,NE,S1247 161 kV Substation,OPPD,Battery/Storage - Battery,250.0,250.0,250.0,3/1/2025,Active,3/1/2028,,,,12/1/2027,3/1/2028,,DISIS-2024-001,02 NEBRASKA,ER/NR,DISIS STAGE
GEN-2024-371,,,Lea,NM,Maddox 115 kV Substation,SPS,Battery/Storage - Battery,250.0,250.0,250.0,3/1/2025,Withdrawn,3/1/2028,5/21/2026,,,12/1/2027,3/1/2028,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-370,,,Clay,MO,Smithville 161 kV Substation,WERE,Battery/Storage - Battery,250.0,250.0,250.0,3/1/2025,Active,3/1/2028,,,,12/1/2028,3/1/2028,,DISIS-2024-001,03 CENTRAL,ER/NR,DISIS STAGE
GEN-2024-369,,,Grady,OK,Cornville 138 kV Substation,AEP,Battery/Storage - Battery,250.0,250.0,250.0,3/1/2025,Withdrawn,3/1/2028,5/21/2026,,,12/1/2027,3/1/2028,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-368,,,Gray,TX,Bowers 115 kV Substation,SPS,Battery/Storage - Battery,250.0,250.0,250.0,3/1/2025,Withdrawn,3/1/2028,5/21/2026,,,12/1/2027,3/1/2028,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-367,,,Comanche,OK,Lawton East Side 345 kV Substation,AEP,Battery/Storage - Battery,250.0,250.0,250.0,3/1/2025,Withdrawn,3/1/2028,5/21/2026,,,12/1/2027,3/1/2028,,DISIS-2024-001,04 SOUTHEAST,ER/NR,WITHDRAWN
GEN-2024-366,,,Lea,NM,Hobbs - Yoakum 345 kV Line,SPS,Wind - Wind,200.0,200.0,200.0,3/1/2025,Withdrawn,6/30/2030,5/21/2026,,,3/31/2030,6/30/2030,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-365,,,Lea,NM,Hobbs - Yoakum 345 kV Line,SPS,Wind - Wind,200.0,200.0,200.0,3/1/2025,Withdrawn,6/30/2030,5/21/2026,,,3/31/2030,6/30/2030,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-364,,,Randall,TX,Bushland 230 kV Substation,SPS,Hybrid - Solar/Storage,300.0,300.0,300.0,3/1/2025,Withdrawn,10/1/2028,5/21/2026,,,3/1/2028,10/1/2028,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-363,,,Deaf Smith,TX,Bushland -  Deafsmith 230 kV Line,SPS,Solar - Photovoltaic,300.0,300.0,300.0,3/1/2025,Withdrawn,12/31/2029,12/5/2025,,,9/30/2029,12/31/2029,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-362,,,Grady,OK,Leonard 138 kV Substation,AEP,Hybrid - Solar/Storage,120.0,120.0,120.0,3/1/2025,Active,6/30/2029,,,,2/28/2029,6/30/2029,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-361,,,Lincoln,OK,Spring Valley - Warwick 138 kV line,OGE,Hybrid - Solar/Storage,80.0,80.0,80.0,3/1/2025,Active,6/30/2029,,,,2/28/2029,6/30/2029,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-360,,,Konawa,OK,Seminole - Maud 138 kV Line,OGE,Hybrid - Solar/Storage,160.0,160.0,160.0,3/1/2025,Active,6/30/2029,,,,2/28/2029,6/30/2029,,DISIS-2024-001,04 SOUTHEAST,ER/NR,DISIS STAGE
GEN-2024-359,,,Stark,ND,Belfield 345 kV Substation,WAPA,Battery/Storage - Battery,100.0,100.0,100.0,3/1/2025,Withdrawn,11/15/2030,5/21/2026,,,8/15/2030,11/15/2030,,DISIS-2024-001,01 NORTH,ER/NR,WITHDRAWN
GEN-2024-358,,,Lyon,KS,Marmaton - Neosho 161 kV line,WERE,Solar - Photovoltaic,145.41,145.41,145.41,3/1/2025,Withdrawn,12/29/2028,12/5/2025,,,8/31/2028,12/29/2028,,DISIS-2024-001,03 CENTRAL,ER/NR,WITHDRAWN
GEN-2024-357,,,Roosevelt,NM,Oasis - San Juan Mesa 230 kV line,SPS,Solar - Photovoltaic,250.0,250.0,250.0,3/1/2025,Withdrawn,12/31/2029,12/5/2025,,,9/30/2029,12/31/2029,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-356,,,Lubbock,TX,Wolfforth 230 kV Substation,SPS,Battery/Storage - Battery,199.0,199.0,199.0,3/1/2025,Withdrawn,12/30/2030,12/5/2025,,,9/30/2030,12/30/2030,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-355,,,Lubbock,TX,Lubbock South  230 kV Substation,SPS,Battery/Storage - Battery,199.0,199.0,199.0,3/1/2025,Withdrawn,12/30/2030,5/21/2026,,,7/30/2029,12/30/2030,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-354,,,Roosevelt,NM,Portales 115 kV Substation,SPS,Battery/Storage - Battery,100.0,100.0,100.0,3/1/2025,Withdrawn,12/30/2030,11/17/2025,,,7/30/2030,12/30/2030,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
GEN-2024-353,,,Curry,NM,Pleasant Hill 230 kV Substation,SPS,Battery/Storage - Battery,199.0,199.0,199.0,3/1/2025,Withdrawn,12/30/2030,11/17/2025,,,7/30/2030,12/30/2030,,DISIS-2024-001,05 SOUTHWEST,ER/NR,WITHDRAWN
